,"coremark","mibench-basicmath_tiny","mibench-bitcnts","mibench-cjpeg_small","mibench-crc_32","mibench-csusan_small","mibench-dbf","mibench-dijkstra_small","mibench-djpeg_small","mibench-drijndael","mibench-ebf","mibench-erijndael","mibench-esusan_small","mibench-fft_tiny","mibench-ifft_tiny","mibench-patricia","mibench-qsort_small","mibench-rawcaudio","mibench-rawdaudio","mibench-rsynth_tiny","mibench-search_large","mibench-search_small","mibench-sha","mibench-ssusan_small","mrtc-adpcm","mrtc-bsort100","mrtc-bs","mrtc-cnt","mrtc-compress","mrtc-cover","mrtc-crc","mrtc-duff","mrtc-edn","mrtc-expint","mrtc-fac","mrtc-fdct","mrtc-fft1","mrtc-fibcall","mrtc-fir","mrtc-insertsort","mrtc-janne_complex","mrtc-jfdctint","mrtc-lcdnum","mrtc-lms","mrtc-loop3","mrtc-ludcmp","mrtc-matmult","mrtc-minmax","mrtc-minver","mrtc-ndes","mrtc-nsichneu","mrtc-ns","mrtc-qsort-exam","mrtc-qurt","mrtc-recursion","mrtc-select","mrtc-sqrt","mrtc-statemate","mrtc-ud"
pref_sf_512_cbb_mc2k_64,1.00421,.91227,1.00992,.99588,.97196,.97108,1.02743,1.04304,.98599,.97020,1.02825,.97322,.98399,.93525,.93844,.94267,.92493,.93114,.99998,.90205,.90026,.88977,1.00040,.98946,1.00140,1.00000,.98214,1.00020,.99914,1.00071,1.00006,.99125,.99765,.99990,.97526,1.00474,.93819,.97526,1.00034,1.00056,.98769,1.00146,1.00135,.76298,.97526,.95154,1.00000,1.00158,.96983,1.00002,.99984,1.00010,1.08934,.98508,.99770,1.06944,.97526,1.00112,.96447
pref_sf_512_cbb_mc2k_8,.98766,.93128,1.00993,1.11122,.98527,.97398,1.03786,1.07749,1.02177,.97472,1.03873,.96938,.98328,.94844,.94962,.96519,.97788,.93114,.99998,.92123,.89407,.90093,1.00046,.99213,1.00140,1.00000,.98214,1.00020,.99914,1.00071,1.00006,.99125,.99765,.99990,.97526,1.00474,.93839,.97526,1.00034,1.00056,.98769,1.00146,1.00135,.95050,.97526,.95367,1.00000,1.00158,.98070,1.00002,.99984,1.00010,1.50609,.99653,.99770,2.11900,.97526,1.00112,.95873
pref_sf_512_cbb_mc2k_ideal,1.00421,.91227,1.00992,.99588,.97196,.97108,1.02743,1.04304,.98599,.97020,1.02825,.97322,.98399,.93525,.93844,.94267,.92493,.93114,.99998,.90205,.90026,.88977,1.00040,.98946,1.00140,1.00000,.98214,1.00020,.99914,1.00071,1.00006,.99125,.99765,.99990,.97526,1.00474,.93819,.97526,1.00034,1.00056,.98769,1.00146,1.00135,.76298,.97526,.95154,1.00000,1.00158,.96983,1.00002,.99984,1.00010,1.08934,.98508,.99770,1.06944,.97526,1.00112,.96447
pref_sf_512_cbb_mc4k_16,1.01650,1.05529,1.01009,1.09685,1.00000,1.09347,1.03242,1.18299,1.04149,1.01812,1.03429,.97700,1.05624,1.20817,1.21296,.98428,1.03818,.93114,.99998,1.10750,.97554,.96755,1.01263,1.04095,1.00146,1.00000,.98214,1.00020,.99914,1.00071,1.00006,.99125,.99765,.99990,.97526,1.00474,.97832,.97526,1.00034,1.00056,.98769,1.00146,1.00135,1.07458,.97526,1.65336,1.00000,1.00158,1.14934,1.00002,.99984,1.00010,1.48658,1.15767,.99770,1.14531,.97526,1.00112,1.36055
pref_sf_512_cbb_mc4k_32,1.00630,.79424,1.00998,.99597,.98644,.93355,1.03126,1.03343,1.00189,.98673,1.03217,.97577,.96344,.76397,.78186,.95036,.92967,.93114,.99998,.94510,.90545,.90568,1.00044,.95062,1.00146,1.00000,.98214,1.00020,.99914,1.00071,1.00006,.99125,.99765,.99990,.97526,1.00474,.95748,.97526,1.00034,1.00056,.98769,1.00146,1.00135,.98915,.97526,.97811,1.00000,1.00158,.99240,1.00002,.99984,1.00010,1.08934,.98860,.99770,1.06944,.97526,1.00112,1.01278
pref_sf_512_cbb_mc4k_4,1.00169,.91706,1.00963,1.02945,.98666,.97448,1.36604,1.03261,1.03339,.97523,1.36206,.96205,.98164,.93838,.94061,.92490,.93141,.93114,.99998,.96222,.89013,.89671,1.00164,1.02971,1.00145,1.00000,.98214,1.00020,.99914,1.00071,1.00006,.99125,.99765,.99990,.97526,1.00466,.92949,.97526,1.00034,1.00056,.98769,1.00144,1.00135,.96498,.97526,.92501,1.00000,1.00158,.93759,1.00002,.99984,1.00010,1.69557,.97661,.99770,1.18276,.97526,1.00112,.99401
pref_sf_512_cbb_mc4k_64,1.00615,.79420,1.00998,.99219,.98644,.93355,1.03115,1.03343,.99871,.98673,1.03214,.97577,.96344,.76396,.78184,.94944,.92967,.93114,.99998,.94509,.83381,.85309,1.00044,.95062,1.00146,1.00000,.98214,1.00020,.99914,1.00071,1.00006,.99125,.99765,.99990,.97526,1.00474,.95748,.97526,1.00034,1.00056,.98769,1.00146,1.00135,.98915,.97526,.97811,1.00000,1.00158,.99240,1.00002,.99984,1.00010,1.08934,.98860,.99770,1.06944,.97526,1.00112,1.01278
pref_sf_512_cbb_mc4k_8,.98794,.94068,1.00993,1.11125,.98527,.98671,1.15171,1.07754,1.03599,.97472,1.13393,.96944,.99063,.95291,.95376,.96519,.97788,.93114,.99998,.95713,.89407,.90093,1.00046,.99214,1.00144,1.00000,.98214,1.00020,.99914,1.00071,1.00006,.99125,.99765,.99990,.97526,1.00474,1.11332,.97526,1.00034,1.00056,.98769,1.00146,1.00135,1.14213,.97526,.95367,1.00000,1.00158,.98108,1.00002,.99984,1.00010,1.50609,1.00761,.99770,2.11900,.97526,1.00112,.95873
pref_sf_512_cbb_mc4k_ideal,1.00615,.79420,1.00998,.99219,.98644,.93355,1.03115,1.03343,.99871,.98673,1.03214,.97577,.96344,.76396,.78184,.94944,.92967,.93114,.99998,.94509,.83381,.85309,1.00044,.95062,1.00146,1.00000,.98214,1.00020,.99914,1.00071,1.00006,.99125,.99765,.99990,.97526,1.00474,.95748,.97526,1.00034,1.00056,.98769,1.00146,1.00135,.98915,.97526,.97811,1.00000,1.00158,.99240,1.00002,.99984,1.00010,1.08934,.98860,.99770,1.06944,.97526,1.00112,1.01278
pref_sf_512_cbb_mc8k_16,1.01763,1.22592,1.01009,1.09685,1.00000,1.10663,1.03286,1.18299,1.04129,1.00238,1.05785,.97620,1.06053,1.39868,1.39322,.98428,1.03818,.93114,.99998,1.13988,.97554,.96755,1.01263,1.04097,1.00147,1.00000,.98214,1.00020,.99914,1.00071,1.00006,.99125,.99765,.99990,.97526,1.00474,.99220,.97526,1.00034,1.00056,.98769,1.00146,1.00135,1.07287,.97526,1.65336,1.00000,1.00158,1.14934,1.00002,.99984,1.00010,1.48658,1.26957,.99770,1.14531,.97526,1.00112,1.36055
pref_sf_512_cbb_mc8k_32,1.01367,.98917,1.00998,1.01238,.98644,1.34461,1.04109,1.03456,1.06031,.98674,1.04124,.97572,1.19424,.98923,.99420,1.03902,.92994,.93114,.99998,.98510,1.19697,1.22368,1.00040,1.00190,1.00147,1.00000,.98214,1.00020,.99914,1.00071,1.00006,.99125,.99765,.99990,.97526,1.00474,1.41838,.97526,1.00034,1.00056,.98769,1.00146,1.00135,1.48245,.97526,1.27418,1.00000,1.00158,1.38565,1.00002,.99984,1.00010,1.08934,1.08238,.99770,1.06944,.97526,1.00112,1.01638
pref_sf_512_cbb_mc8k_4,1.00169,.91706,1.00963,1.02945,.98666,.97448,1.36604,1.03261,1.03339,.97523,1.36206,.96205,.98164,.93838,.94061,.92490,.93141,.93114,.99998,.96222,.89013,.89671,1.00164,1.02971,1.00145,1.00000,.98214,1.00020,.99914,1.00071,1.00006,.99125,.99765,.99990,.97526,1.00466,.92949,.97526,1.00034,1.00056,.98769,1.00144,1.00135,.96498,.97526,.92501,1.00000,1.00158,.93759,1.00002,.99984,1.00010,1.69557,.97661,.99770,1.18276,.97526,1.00112,.99401
pref_sf_512_cbb_mc8k_64,1.00421,.92066,1.01007,1.00199,.98647,.99615,1.03119,1.02996,1.00485,.98672,1.03115,.97571,.99904,.87966,.88285,.97517,1.00713,.93114,.99998,.97456,.97526,.96980,1.00036,.99871,1.00147,1.00000,.98214,1.00020,.99914,1.00071,1.00006,.99125,.99765,.99990,.97526,1.00474,1.00420,.97526,1.00034,1.00056,.98769,1.00146,1.00135,.95571,.97526,1.01607,1.00000,1.00158,.93456,1.00002,.99984,1.00010,1.08934,.99624,.99770,1.06944,.97526,1.00112,1.01283
pref_sf_512_cbb_mc8k_8,.98794,.94068,1.00993,1.11125,.98527,.98671,1.15171,1.07754,1.03599,.97472,1.13393,.96944,.99063,.95291,.95376,.96519,.97788,.93114,.99998,.95713,.89407,.90093,1.00046,.99214,1.00144,1.00000,.98214,1.00020,.99914,1.00071,1.00006,.99125,.99765,.99990,.97526,1.00474,1.11332,.97526,1.00034,1.00056,.98769,1.00146,1.00135,1.14213,.97526,.95367,1.00000,1.00158,.98108,1.00002,.99984,1.00010,1.50609,1.00761,.99770,2.11900,.97526,1.00112,.95873
pref_sf_512_cbb_mc8k_ideal,1.00308,.91226,1.01007,1.00198,.98647,.99563,1.03119,1.02793,1.00481,.98672,1.03115,.97571,.99875,.87965,.88284,.95624,1.00713,.93114,.99998,.97456,.70771,.76444,1.00036,.99867,1.00147,1.00000,.98214,1.00020,.99914,1.00071,1.00006,.99125,.99765,.99990,.97526,1.00474,1.00420,.97526,1.00034,1.00056,.98769,1.00146,1.00135,.95571,.97526,1.01607,1.00000,1.00158,.93456,1.00002,.99984,1.00010,1.08934,.99624,.99770,1.06944,.97526,1.00112,1.01283
pref_sf_96_cbb_ideal,1.00058,1.00018,1.00000,.99998,1.00006,1.00055,1.00007,1.00003,1.00025,1.00005,1.00024,1.00014,1.00036,1.00006,1.00006,1.00155,1.00256,1.00000,1.00000,.99999,1.00002,1.00006,1.00005,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00005,1.00000,1.00000,1.00000,1.02500,1.00000,1.00000,1.00000,1.00000,1.00440,1.00000,1.07678,1.00000,1.00000,1.00000,1.00000
pref_sf_96_cbb_mc1k_16,1.00077,.99967,.99999,.99238,1.00006,1.00030,1.00024,.99833,1.00070,.99955,1.00055,1.00011,1.00021,.99996,.99996,1.00137,1.00014,1.00050,1.00000,.99999,.99762,.99623,.99875,.99999,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00001,1.00000,1.00000,1.00000,1.02873,1.00000,1.00446,1.00000,1.00000,1.00490,1.00000,1.07359,1.00000,1.00000,1.00000,.99894
pref_sf_96_cbb_mc1k_32,.99991,.99967,.99999,.98659,1.00006,1.00030,1.00016,.99800,1.00040,.99948,1.00047,1.00004,1.00021,.99996,.99996,1.00140,1.00013,1.00050,1.00000,.99999,.99748,.99612,.99874,.99999,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00001,1.00000,1.00000,1.00000,1.02873,1.00000,1.00446,1.00000,1.00000,1.00490,1.00000,1.07359,1.00000,1.00000,1.00000,.99894
pref_sf_96_cbb_mc1k_4,.99914,.99949,.99999,.99191,1.00006,.99994,1.00007,.99833,1.00025,.99945,1.00016,.99995,.99996,.99987,.99987,1.00055,1.00076,1.00020,1.00000,.99999,.99736,.99607,.99758,.99999,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,.99996,1.00000,1.00000,1.00000,1.02659,1.00000,1.00364,1.00000,1.00000,.99737,1.00000,1.08757,1.00000,1.00000,1.00000,.99913
pref_sf_96_cbb_mc1k_64,.99991,.99967,.99999,.98659,1.00006,1.00030,1.00016,.99800,1.00040,.99948,1.00047,1.00004,1.00021,.99996,.99996,1.00140,1.00013,1.00050,1.00000,.99999,.99748,.99612,.99874,.99999,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00001,1.00000,1.00000,1.00000,1.02873,1.00000,1.00446,1.00000,1.00000,1.00490,1.00000,1.07359,1.00000,1.00000,1.00000,.99894
pref_sf_96_cbb_mc1k_8,1.01761,.99965,.99999,.99464,1.00084,1.00033,1.00012,.99829,1.00038,.99946,1.00030,1.00002,1.00022,.99996,.99996,1.00078,1.00155,1.00050,1.00000,.99999,.99764,.99634,.99912,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00001,1.00000,1.00000,1.00000,1.10919,1.00000,1.00446,1.00000,1.00000,1.04496,1.00000,1.07359,1.00000,1.00000,1.00000,.99901
pref_sf_96_cbb_mc1k_ideal,.99991,.99967,.99999,.98659,1.00006,1.00030,1.00016,.99800,1.00040,.99948,1.00047,1.00004,1.00021,.99996,.99996,1.00140,1.00013,1.00050,1.00000,.99999,.99748,.99612,.99874,.99999,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00001,1.00000,1.00000,1.00000,1.02873,1.00000,1.00446,1.00000,1.00000,1.00490,1.00000,1.07359,1.00000,1.00000,1.00000,.99894
pref_sf_96_cbb_mc2k_16,1.00084,.99964,.99999,.99270,1.00006,1.00034,1.00024,.99833,1.00084,.99954,1.00056,1.00011,1.00031,.99996,.99995,1.00137,1.00014,1.00050,1.00000,.99999,.99762,.99623,.99876,.99999,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00001,1.00000,1.00000,1.00000,1.02873,1.00000,1.00566,1.00000,1.00000,1.00490,1.00000,1.07359,1.00000,1.00000,1.00000,.99893
pref_sf_96_cbb_mc2k_32,.99989,.99962,.99999,.99900,1.00006,1.00040,1.00017,.99809,1.00310,.99947,1.00057,1.00040,1.00035,.99996,.99995,1.00143,1.00023,1.00050,1.00000,.99999,.99745,.99611,.99998,.99999,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00001,1.00000,1.00000,1.00000,1.02873,1.00000,1.00566,1.00000,1.00000,1.14616,1.00000,1.07359,1.00000,1.00000,1.00000,.99892
pref_sf_96_cbb_mc2k_4,.99905,.99949,.99999,.99191,1.00006,.99994,1.00007,.99833,1.00029,.99945,1.00016,.99995,.99996,.99987,.99987,1.00055,1.00076,1.00020,1.00000,.99999,.99736,.99607,.99758,.99999,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,.99996,1.00000,1.00000,1.00000,1.02659,1.00000,1.00364,1.00000,1.00000,.99737,1.00000,1.08757,1.00000,1.00000,1.00000,.99913
pref_sf_96_cbb_mc2k_64,.99977,.99962,.99999,.99178,1.00006,1.00037,1.00017,.99791,1.00045,.99947,1.00101,1.00004,1.00033,.99995,.99995,1.00143,1.00365,1.00050,1.00000,.99999,.95936,.96094,.99385,.99999,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00001,1.00000,1.00000,1.00000,1.02873,1.00000,1.00566,1.00000,1.00000,1.00426,1.00000,1.07359,1.00000,1.00000,1.00000,.99892
pref_sf_96_cbb_mc2k_8,1.01878,.99962,.99999,.99464,1.00084,1.00035,1.00013,.99829,1.00044,.99946,1.00030,1.00002,1.00031,.99996,.99995,1.00078,1.00155,1.00050,1.00000,.99999,.99764,.99634,.99912,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00001,1.00000,1.00000,1.00000,1.10919,1.00000,1.00446,1.00000,1.00000,1.04496,1.00000,1.07359,1.00000,1.00000,1.00000,.99901
pref_sf_96_cbb_mc2k_ideal,.99977,.99962,.99999,.99178,1.00006,1.00037,1.00017,.99791,1.00045,.99947,1.00101,1.00004,1.00033,.99995,.99995,1.00143,1.00365,1.00050,1.00000,.99999,.95936,.96094,.99385,.99999,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00001,1.00000,1.00000,1.00000,1.02873,1.00000,1.00566,1.00000,1.00000,1.00426,1.00000,1.07359,1.00000,1.00000,1.00000,.99892
pref_sf_96_cbb_mc4k_16,1.00084,.99963,.99999,1.00542,1.00006,1.00034,1.00036,.99833,1.00087,.99954,1.00080,1.00011,1.00031,.99996,.99995,1.00137,1.00014,1.00050,1.00000,.99999,.99762,.99623,.99876,.99999,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00001,1.00000,1.00000,1.00000,1.02873,1.00000,1.00566,1.00000,1.00000,1.00490,1.00000,1.07359,1.00000,1.00000,1.00000,.99893
pref_sf_96_cbb_mc4k_32,1.00148,.99948,.99999,1.00008,1.00006,1.00050,1.00082,.99809,1.00321,.99947,1.00077,1.00040,1.00043,.99994,.99993,1.00143,1.00023,1.00050,1.00000,.99999,.99745,.99611,.99998,.99999,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00001,1.00000,1.00000,1.00000,1.02873,1.00000,1.00566,1.00000,1.00000,1.14616,1.00000,1.07359,1.00000,1.00000,1.00000,.99870
pref_sf_96_cbb_mc4k_4,.99905,.99949,.99999,.99191,1.00006,.99994,1.00007,.99833,1.00029,.99945,1.00017,.99995,.99996,.99987,.99987,1.00055,1.00076,1.00020,1.00000,.99999,.99736,.99607,.99758,.99999,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,.99996,1.00000,1.00000,1.00000,1.02659,1.00000,1.00364,1.00000,1.00000,.99737,1.00000,1.08757,1.00000,1.00000,1.00000,.99913
pref_sf_96_cbb_mc4k_64,1.00020,.99929,.99999,.99346,1.00007,.99984,1.00024,.99792,1.00033,.99945,1.00066,1.00004,1.00042,1.00002,.99990,1.00160,1.00015,1.00050,1.00000,.99998,.99934,.99778,1.00001,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00003,1.00000,1.00000,1.00000,1.02873,1.00000,1.00566,1.00000,1.00000,1.00430,1.00000,1.07359,1.00000,1.00000,1.00000,.99851
pref_sf_96_cbb_mc4k_8,1.01878,.99962,.99999,.99464,1.00084,1.00035,1.00017,.99829,1.00044,.99946,1.00040,1.00002,1.00031,.99996,.99995,1.00078,1.00155,1.00050,1.00000,.99999,.99764,.99634,.99912,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00001,1.00000,1.00000,1.00000,1.10919,1.00000,1.00446,1.00000,1.00000,1.04496,1.00000,1.07359,1.00000,1.00000,1.00000,.99901
pref_sf_96_cbb_mc4k_ideal,1.00019,.99919,.99999,.99346,1.00007,.99956,1.00024,.99784,1.00033,.99945,1.00066,1.00004,1.00027,1.00002,.99990,1.00165,1.00014,1.00050,1.00000,.99998,.99933,.99766,1.00001,.99996,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00002,1.00000,1.00000,1.00000,1.02873,1.00000,1.00566,1.00000,1.00000,1.00430,1.00000,1.07359,1.00000,1.00000,1.00000,.99851
pref_sf_96_cbb_mc8k_16,1.00084,.99963,.99999,1.00542,1.00006,1.00034,1.00036,.99833,1.00087,.99954,1.00080,1.00011,1.00031,.99996,.99995,1.00137,1.00014,1.00050,1.00000,.99999,.99762,.99623,.99876,.99999,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00001,1.00000,1.00000,1.00000,1.02873,1.00000,1.00566,1.00000,1.00000,1.00490,1.00000,1.07359,1.00000,1.00000,1.00000,.99893
pref_sf_96_cbb_mc8k_32,1.00148,.99948,.99999,1.00008,1.00006,1.00050,1.00082,.99809,1.00321,.99945,1.00077,1.00042,1.00040,.99994,.99993,1.00143,1.00023,1.00050,1.00000,.99999,.99745,.99611,.99998,.99999,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00001,1.00000,1.00000,1.00000,1.02873,1.00000,1.00566,1.00000,1.00000,1.14616,1.00000,1.07359,1.00000,1.00000,1.00000,.99870
pref_sf_96_cbb_mc8k_4,.99905,.99949,.99999,.99191,1.00006,.99994,1.00007,.99833,1.00029,.99945,1.00017,.99995,.99996,.99987,.99987,1.00055,1.00076,1.00020,1.00000,.99999,.99736,.99607,.99758,.99999,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,.99996,1.00000,1.00000,1.00000,1.02659,1.00000,1.00364,1.00000,1.00000,.99737,1.00000,1.08757,1.00000,1.00000,1.00000,.99913
pref_sf_96_cbb_mc8k_64,1.00052,.99961,.99999,.99402,1.00007,1.00079,1.00067,.99792,1.00442,.99945,1.00880,1.00004,1.00089,.99998,.99995,1.00160,1.00015,1.00050,1.00000,.99998,.99934,.99778,1.00001,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00003,1.00000,1.00000,1.00000,1.02873,1.00000,1.00566,1.00000,1.00000,1.00430,1.00000,1.07359,1.00000,1.00000,1.00000,.99851
pref_sf_96_cbb_mc8k_8,1.01878,.99962,.99999,.99464,1.00084,1.00035,1.00017,.99829,1.00044,.99946,1.00040,1.00002,1.00031,.99996,.99995,1.00078,1.00155,1.00050,1.00000,.99999,.99764,.99634,.99912,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00001,1.00000,1.00000,1.00000,1.10919,1.00000,1.00446,1.00000,1.00000,1.04496,1.00000,1.07359,1.00000,1.00000,1.00000,.99901
pref_sf_96_cbb_mc8k_ideal,1.00036,.99925,.99997,.99342,1.00007,1.00038,1.00016,.99782,1.00018,.99945,1.00036,1.00004,1.00028,1.00014,1.00013,1.00175,1.00159,1.00050,1.00000,.99681,1.00262,.99997,.99999,.99991,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00001,1.00000,1.00000,1.00000,1.02873,1.00000,1.00566,1.00000,1.00000,1.00430,1.00000,1.07359,1.00000,1.00000,1.00000,.99851
